tweet_id,favorites,retweets,user_followers,user_favourites,date_time
881666595344535552,50444,10738,6992403,134549,2017-07-03 00:11:11
881633300179243008,128,7,6992403,134549,2017-07-02 21:58:53
881536004380872706,49361,16076,6992403,134549,2017-07-02 15:32:16
881268444196462592,23019,5184,6992403,134549,2017-07-01 21:49:04
880935762899988482,16973,2791,6992403,134549,2017-06-30 23:47:07
880872448815771648,21257,3839,6992403,134549,2017-06-30 19:35:32
880465832366813184,28469,6324,6992403,134549,2017-06-29 16:39:47
880221127280381952,27016,4255,6992403,134549,2017-06-29 00:27:25
880095782870896641,27559,4381,6992403,134549,2017-06-28 16:09:20
879862464715927552,22255,3513,6992403,134549,2017-06-28 00:42:13
879674319642796034,311,10,6992403,134549,2017-06-27 12:14:36
879492040517615616,23358,3203,6992403,134549,2017-06-27 00:10:17
879415818425184262,105701,44501,6992403,134549,2017-06-26 19:07:24
879376492567855104,16738,3135,6992403,134549,2017-06-26 16:31:08
879130579576475649,0,6883,6992403,134549,2017-06-26 00:13:58
879050749262655488,22545,4743,6992403,134549,2017-06-25 18:56:45
879008229531029506,18928,2709,6992403,134549,2017-06-25 16:07:47
878776093423087618,19371,4155,6992403,134549,2017-06-25 00:45:22
878604707211726852,30217,7275,6992403,134549,2017-06-24 13:24:20
878404777348136964,0,1300,6992403,134549,2017-06-24 00:09:53
878316110768087041,0,6695,6992403,134549,2017-06-23 18:17:33
878281511006478336,7741,1300,6992403,134549,2017-06-23 16:00:04
878057613040115712,41971,6883,6992403,134549,2017-06-23 01:10:23
877736472329191424,79805,19265,6992403,134549,2017-06-22 03:54:17
877611172832227328,0,81,6992403,134549,2017-06-21 19:36:23
877556246731214848,22708,3843,6992403,134549,2017-06-21 15:58:08
877316821321428993,27322,5202,6992403,134549,2017-06-21 00:06:44
877201837425926144,27099,5636,6992403,134549,2017-06-20 16:29:50
876838120628539392,20636,3379,6992403,134549,2017-06-19 16:24:33
876537666061221889,23421,4641,6992403,134549,2017-06-18 20:30:39
876484053909872640,18736,2420,6992403,134549,2017-06-18 16:57:37
876120275196170240,27877,4720,6992403,134549,2017-06-17 16:52:05
875747767867523072,25165,4331,6992403,134549,2017-06-16 16:11:53
875144289856114688,21901,4964,6992403,134549,2017-06-15 00:13:52
875097192612077568,27413,6086,6992403,134549,2017-06-14 21:06:43
875021211251597312,25465,4758,6992403,134549,2017-06-14 16:04:48
874680097055178752,27829,4690,6992403,134549,2017-06-13 17:29:20
874434818259525634,0,14906,6992403,134549,2017-06-13 01:14:41
874296783580663808,26058,4150,6992403,134549,2017-06-12 16:06:11
874057562936811520,22649,3985,6992403,134549,2017-06-12 00:15:36
874012996292530176,34680,10574,6992403,134549,2017-06-11 21:18:31
873580283840344065,24252,3987,6992403,134549,2017-06-10 16:39:04
873337748698140672,0,1604,6992403,134549,2017-06-10 00:35:19
873213775632977920,7254,1604,6992403,134549,2017-06-09 16:22:42
872967104147763200,27404,5462,6992403,134549,2017-06-09 00:02:31
872820683541237760,14733,3729,6992403,134549,2017-06-08 14:20:41
872668790621863937,0,28,6992403,134549,2017-06-08 04:17:07
872620804844003328,20826,3756,6992403,134549,2017-06-08 01:06:27
872486979161796608,40773,9113,6992403,134549,2017-06-07 16:14:40
872261713294495745,34313,6417,6992403,134549,2017-06-07 01:19:32
872122724285648897,34542,8239,6992403,134549,2017-06-06 16:07:15
871879754684805121,38177,11373,6992403,134549,2017-06-06 00:01:46
871762521631449091,20319,3524,6992403,134549,2017-06-05 16:15:56
871515927908634625,20287,3505,6992403,134549,2017-06-04 23:56:03
871166179821445120,0,5781,6992403,134549,2017-06-04 00:46:17
871102520638267392,21007,5581,6992403,134549,2017-06-03 20:33:19
871032628920680449,22748,3865,6992403,134549,2017-06-03 15:55:36
870804317367881728,33806,6328,6992403,134549,2017-06-03 00:48:22
870726314365509632,120,3,6992403,134549,2017-06-02 19:38:25
870656317836468226,12495,2692,6992403,134549,2017-06-02 15:00:16
870374049280663552,83167,26720,6992403,134549,2017-06-01 20:18:38
870308999962521604,21948,4231,6992403,134549,2017-06-01 16:00:09
870063196459192321,36919,8521,6992403,134549,2017-05-31 23:43:25
869772420881756160,42721,10255,6992403,134549,2017-05-31 04:27:59
869702957897576449,28470,6459,6992403,134549,2017-05-30 23:51:58
869596645499047938,16105,3199,6992403,134549,2017-05-30 16:49:31
869227993411051520,20618,3873,6992403,134549,2017-05-29 16:24:37
868880397819494401,66265,14864,6992403,134549,2017-05-28 17:23:24
868639477480148993,0,2146,6992403,134549,2017-05-28 01:26:04
868622495443632128,27492,5910,6992403,134549,2017-05-28 00:18:35
868552278524837888,10265,2146,6992403,134549,2017-05-27 19:39:34
867900495410671616,24423,4282,6992403,134549,2017-05-26 00:29:37
867774946302451713,34385,7516,6992403,134549,2017-05-25 16:10:44
867421006826221569,16341,2583,6992403,134549,2017-05-24 16:44:18
867072653475098625,0,131,6992403,134549,2017-05-23 17:40:04
867051520902168576,32665,8094,6992403,134549,2017-05-23 16:16:06
866720684873056260,20363,4969,6992403,134549,2017-05-22 18:21:28
866686824827068416,19601,3590,6992403,134549,2017-05-22 16:06:55
866450705531457537,124070,36286,6992403,134549,2017-05-22 00:28:40
866334964761202691,53387,14906,6992403,134549,2017-05-21 16:48:45
866094527597207552,0,8640,6992403,134549,2017-05-21 00:53:21
865718153858494464,25992,5770,6992403,134549,2017-05-19 23:57:46
865359393868664832,26886,5160,6992403,134549,2017-05-19 00:12:11
865006731092295680,28445,7915,6992403,134549,2017-05-18 00:50:50
864873206498414592,32861,9004,6992403,134549,2017-05-17 16:00:15
864279568663928832,14867,3147,6992403,134549,2017-05-16 00:41:21
864197398364647424,30698,9256,6992403,134549,2017-05-15 19:14:50
863907417377173506,20974,4277,6992403,134549,2017-05-15 00:02:33
863553081350529029,15557,4319,6992403,134549,2017-05-14 00:34:33
863471782782697472,0,2562,6992403,134549,2017-05-13 19:11:30
863432100342583297,24243,5459,6992403,134549,2017-05-13 16:33:49
863427515083354112,2302,100,6992403,134549,2017-05-13 16:15:35
863079547188785154,8932,1135,6992403,134549,2017-05-12 17:12:53
863062471531167744,8697,2562,6992403,134549,2017-05-12 16:05:02
862831371563274240,19558,5265,6992403,134549,2017-05-12 00:46:44
862722525377298433,17419,3663,6992403,134549,2017-05-11 17:34:13
862457590147678208,20952,5142,6992403,134549,2017-05-11 00:01:27
862096992088072192,76197,24197,6992403,134549,2017-05-10 00:08:34
861383897657036800,36828,11103,6992403,134549,2017-05-08 00:54:59
861288531465048066,17565,4329,6992403,134549,2017-05-07 18:36:02
861005113778896900,17099,3962,6992403,134549,2017-05-06 23:49:50
860981674716409858,0,2248,6992403,134549,2017-05-06 22:16:42
860924035999428608,0,850,6992403,134549,2017-05-06 18:27:40
860563773140209665,7671,2248,6992403,134549,2017-05-05 18:36:06
860524505164394496,24153,5493,6992403,134549,2017-05-05 16:00:04
860276583193509888,18732,3620,6992403,134549,2017-05-04 23:34:55
860184849394610176,17070,6079,6992403,134549,2017-05-04 17:30:24
860177593139703809,0,32229,6992403,134549,2017-05-04 17:01:34
859924526012018688,19988,4274,6992403,134549,2017-05-04 00:15:58
859851578198683649,15767,3648,6992403,134549,2017-05-03 19:26:06
859607811541651456,19036,1640,6992403,134549,2017-05-03 03:17:27
859196978902773760,92277,31599,6992403,134549,2017-05-02 00:04:57
859074603037188101,34756,14210,6992403,134549,2017-05-01 15:58:40
858860390427611136,0,8498,6992403,134549,2017-05-01 01:47:28
858843525470990336,15938,3631,6992403,134549,2017-05-01 00:40:27
858471635011153920,22077,5063,6992403,134549,2017-04-30 00:02:42
858107933456039936,16146,3044,6992403,134549,2017-04-28 23:57:28
857989990357356544,16546,2702,6992403,134549,2017-04-28 16:08:49
857746408056729600,35210,11121,6992403,134549,2017-04-28 00:00:54
857393404942143489,6094,1710,6992403,134549,2017-04-27 00:38:11
857263160327368704,20570,4742,6992403,134549,2017-04-26 16:00:39
857214891891077121,235,19,6992403,134549,2017-04-26 12:48:51
857062103051644929,0,178,6992403,134549,2017-04-26 02:41:43
857029823797047296,19466,4197,6992403,134549,2017-04-26 00:33:27
856602993587888130,0,11236,6992403,134549,2017-04-24 20:17:23
856543823941562368,16761,3026,6992403,134549,2017-04-24 16:22:16
856526610513747968,12177,1976,6992403,134549,2017-04-24 15:13:52
856330835276025856,0,712,6992403,134549,2017-04-24 02:15:55
856288084350160898,532,17,6992403,134549,2017-04-23 23:26:03
856282028240666624,28516,6651,6992403,134549,2017-04-23 23:01:59
855862651834028034,357,28,6992403,134549,2017-04-22 19:15:32
855860136149123072,5150,1093,6992403,134549,2017-04-22 19:05:32
855857698524602368,12209,2235,6992403,134549,2017-04-22 18:55:51
855851453814013952,46856,18650,6992403,134549,2017-04-22 18:31:02
855818117272018944,27445,5748,6992403,134549,2017-04-22 16:18:34
855459453768019968,30949,8697,6992403,134549,2017-04-21 16:33:22
855245323840757760,0,6325,6992403,134549,2017-04-21 02:22:29
855138241867124737,0,49,6992403,134549,2017-04-20 19:16:59
854732716440526848,23642,6467,6992403,134549,2017-04-19 16:25:34
854482394044301312,30374,7301,6992403,134549,2017-04-18 23:50:52
854365224396361728,19587,4979,6992403,134549,2017-04-18 16:05:17
854120357044912130,33156,7962,6992403,134549,2017-04-17 23:52:16
854010172552949760,16790,3343,6992403,134549,2017-04-17 16:34:26
853760880890318849,29705,6161,6992403,134549,2017-04-17 00:03:50
853639147608842240,36280,10809,6992403,134549,2017-04-16 16:00:07
853299958564483072,16148,3800,6992403,134549,2017-04-15 17:32:18
852936405516943360,0,2162,6992403,134549,2017-04-14 17:27:40
852912242202992640,9415,1964,6992403,134549,2017-04-14 15:51:39
852672615818899456,15556,2295,6992403,134549,2017-04-13 23:59:28
852553447878664193,17076,3755,6992403,134549,2017-04-13 16:05:56
852311364735569921,34568,10581,6992403,134549,2017-04-13 00:03:59
852226086759018497,20879,7294,6992403,134549,2017-04-12 18:25:07
852189679701164033,11947,1688,6992403,134549,2017-04-12 16:00:27
851953902622658560,0,10326,6992403,134549,2017-04-12 00:23:33
851861385021730816,0,23,6992403,134549,2017-04-11 18:15:55
851591660324737024,16924,3710,6992403,134549,2017-04-11 00:24:08
851464819735769094,25364,7580,6992403,134549,2017-04-10 16:00:07
851224888060895234,21615,6143,6992403,134549,2017-04-10 00:06:42
850753642995093505,32500,9980,6992403,134549,2017-04-08 16:54:09
850380195714523136,13669,2799,6992403,134549,2017-04-07 16:10:12
850333567704068097,3577,356,6992403,134549,2017-04-07 13:04:55
850145622816686080,17109,4106,6992403,134549,2017-04-07 00:38:06
850019790995546112,21447,5265,6992403,134549,2017-04-06 16:18:05
849776966551130114,31945,8187,6992403,134549,2017-04-06 00:13:11
849668094696017920,0,5344,6992403,134549,2017-04-05 17:00:34
849412302885593088,16647,3377,6992403,134549,2017-04-05 00:04:08
849336543269576704,11993,2037,6992403,134549,2017-04-04 19:03:06
849051919805034497,44577,9190,6992403,134549,2017-04-04 00:12:06
848690551926992896,26487,4655,6992403,134549,2017-04-03 00:16:10
848324959059550208,26024,4959,6992403,134549,2017-04-02 00:03:26
848213670039564288,8589,807,6992403,134549,2017-04-01 16:41:12
848212111729840128,17181,3329,6992403,134549,2017-04-01 16:35:01
847978865427394560,0,3515,6992403,134549,2017-04-01 01:08:10
847971574464610304,0,464,6992403,134549,2017-04-01 00:39:12
847962785489326080,24730,5526,6992403,134549,2017-04-01 00:04:17
847842811428974592,5772,1453,6992403,134549,2017-03-31 16:07:33
847617282490613760,7381,454,6993371,134550,2017-03-31 01:11:22
847606175596138505,19737,3659,6992403,134549,2017-03-31 00:27:14
847251039262605312,21516,4634,6992403,134549,2017-03-30 00:56:03
847157206088847362,21054,6334,6992403,134549,2017-03-29 18:43:12
847116187444137987,22567,3448,6992403,134549,2017-03-29 16:00:12
846874817362120707,21170,4245,6992403,134549,2017-03-29 00:01:05
846514051647705089,47170,12567,6992403,134549,2017-03-28 00:07:32
846505985330044928,14942,3353,6992403,134549,2017-03-27 23:35:28
846153765933735936,33496,9817,6992403,134549,2017-03-27 00:15:53
846139713627017216,32560,10660,6992403,134549,2017-03-26 23:20:02
846042936437604353,16873,3124,6992403,134549,2017-03-26 16:55:29
845812042753855489,30955,9483,6992403,134549,2017-03-26 01:38:00
845677943972139009,26530,5185,6992403,134549,2017-03-25 16:45:08
845397057150107648,8053,1976,6992403,134549,2017-03-24 22:08:59
845306882940190720,24651,5850,6992403,134549,2017-03-24 16:10:40
845098359547420673,0,8330,6992403,134549,2017-03-24 02:22:04
844979544864018432,14427,2811,6992403,134549,2017-03-23 18:29:57
844973813909606400,15997,3491,6993371,134550,2017-03-23 18:07:10
844704788403113984,40978,11236,6992403,134549,2017-03-23 00:18:10
844580511645339650,17419,3411,6992403,134549,2017-03-22 16:04:20
844223788422217728,14410,2384,6992403,134549,2017-03-21 16:26:50
843981021012017153,15985,3176,6992403,134549,2017-03-21 00:22:10
843856843873095681,22651,5018,6992403,134549,2017-03-20 16:08:44
843604394117681152,17881,2983,6992403,134549,2017-03-19 23:25:35
843235543001513987,22762,6588,6992403,134549,2017-03-18 22:59:54
842846295480000512,16121,3900,6992403,134549,2017-03-17 21:13:10
842765311967449089,7149,1388,6992403,134549,2017-03-17 15:51:22
842535590457499648,19177,3806,6992403,134549,2017-03-17 00:38:32
842163532590374912,25961,6325,6992403,134549,2017-03-16 00:00:07
842115215311396866,14856,3290,6992403,134549,2017-03-15 20:48:07
841833993020538882,0,16799,6992403,134549,2017-03-15 02:10:39
841680585030541313,27201,8446,6992403,134549,2017-03-14 16:01:03
841439858740625411,13416,4010,6992403,134549,2017-03-14 00:04:30
841320156043304961,20954,5918,6992403,134549,2017-03-13 16:08:50
841314665196081154,16858,5136,6992403,134549,2017-03-13 15:47:01
841077006473256960,24323,5781,6992403,134549,2017-03-13 00:02:39
840761248237133825,0,1919,6992403,134549,2017-03-12 03:07:56
840728873075638272,0,17720,6992403,134549,2017-03-12 00:59:17
840698636975636481,192,3,6992403,134549,2017-03-11 22:59:09
840696689258311684,13080,1078,6992403,134549,2017-03-11 22:51:24
840632337062862849,9540,1919,6992403,134549,2017-03-11 18:35:42
840370681858686976,17494,4983,6992403,134549,2017-03-11 01:15:58
840268004936019968,20487,6262,6992403,134549,2017-03-10 18:27:58
839990271299457024,14278,2512,6992403,134549,2017-03-10 00:04:21
839549326359670784,29270,8498,6992403,134549,2017-03-08 18:52:12
839290600511926273,0,155,6992403,134549,2017-03-08 01:44:07
839239871831150596,28939,7174,6992403,134549,2017-03-07 22:22:32
838952994649550848,20878,4358,6992403,134549,2017-03-07 03:22:35
838921590096166913,11898,2272,6992403,134549,2017-03-07 01:17:48
838916489579200512,0,37,6992403,134549,2017-03-07 00:57:32
838831947270979586,0,12142,6992403,134549,2017-03-06 19:21:35
838561493054533637,11609,1453,6992403,134549,2017-03-06 01:26:54
838476387338051585,24088,5277,6992403,134549,2017-03-05 19:48:43
838201503651401729,0,11094,6992403,134549,2017-03-05 01:36:26
838150277551247360,1787,358,6992403,134549,2017-03-04 22:12:52
838085839343206401,148,0,6992403,134549,2017-03-04 17:56:49
838083903487373313,18783,3452,6992403,134549,2017-03-04 17:49:08
837820167694528512,36451,8640,6992404,134549,2017-03-04 00:21:08
837482249356513284,4092,484,6992404,134549,2017-03-03 01:58:22
837471256429613056,13649,2535,6992404,134549,2017-03-03 01:14:41
837366284874571778,22534,5805,6992404,134549,2017-03-02 18:17:34
837110210464448512,17080,2628,6992404,134549,2017-03-02 01:20:01
836989968035819520,13576,2515,6992404,134549,2017-03-01 17:22:13
836753516572119041,20516,5065,6992404,134549,2017-03-01 01:42:39
836677758902222849,13454,2438,6992404,134549,2017-02-28 20:41:37
836648853927522308,0,607,6992404,134549,2017-02-28 18:46:45
836397794269200385,0,30313,6992404,134549,2017-02-28 02:09:08
836380477523124226,15705,3230,6992404,134549,2017-02-28 01:00:19
836260088725786625,22676,4701,6992404,134549,2017-02-27 17:01:56
836001077879255040,20393,4722,6992404,134549,2017-02-26 23:52:43
835685285446955009,0,8998,6992404,134549,2017-02-26 02:57:52
835574547218894849,19000,3985,6992404,134549,2017-02-25 19:37:50
835536468978302976,0,1868,6992404,134549,2017-02-25 17:06:32
835309094223372289,0,23133,6992404,134549,2017-02-25 02:03:02
835297930240217089,17495,3285,6992404,134549,2017-02-25 01:18:40
835264098648616962,8291,1868,6992404,134549,2017-02-24 23:04:14
835246439529840640,2229,80,6992404,134549,2017-02-24 21:54:03
835172783151792128,27906,6319,6992404,134549,2017-02-24 17:01:22
835152434251116546,24002,3329,6992404,134549,2017-02-24 15:40:31
834931633769889797,11582,1811,6993372,134550,2017-02-24 01:03:08
834786237630337024,22551,6007,6992404,134549,2017-02-23 15:25:23
834574053763584002,14648,2791,6992405,134549,2017-02-23 01:22:14
834477809192075265,0,11744,6992405,134549,2017-02-22 18:59:48
834458053273591808,10256,1843,6992405,134549,2017-02-22 17:41:18
834209720923721728,22034,5284,6992405,134549,2017-02-22 01:14:30
834167344700198914,16837,3996,6992405,134549,2017-02-21 22:26:07
834089966724603904,10740,2346,6992405,134549,2017-02-21 17:18:39
834086379323871233,13952,2435,6992405,134549,2017-02-21 17:04:24
833863086058651648,14343,2653,6992405,134549,2017-02-21 02:17:06
833826103416520705,16401,3786,6992405,134549,2017-02-20 23:50:09
833732339549220864,0,240,6992405,134549,2017-02-20 17:37:34
833722901757046785,22094,3527,6992405,134549,2017-02-20 17:00:04
833479644947025920,15909,2279,6992405,134549,2017-02-20 00:53:27
833124694597443584,21615,5344,6992405,134549,2017-02-19 01:23:00
832998151111966721,14242,2443,6992405,134549,2017-02-18 17:00:10
832769181346996225,0,42,6992406,134549,2017-02-18 01:50:19
832757312314028032,17992,3991,6992406,134549,2017-02-18 01:03:09
832682457690300417,12717,3239,6992406,134549,2017-02-17 20:05:43
832645525019123713,3125,572,6992406,134549,2017-02-17 17:38:57
832636094638288896,16982,3082,6992406,134549,2017-02-17 17:01:29
832397543355072512,12792,2462,6992406,134549,2017-02-17 01:13:34
832369877331693569,18367,3515,6992406,134549,2017-02-16 23:23:38
832273440279240704,12103,2577,6992406,134549,2017-02-16 17:00:25
832215909146226688,0,6829,6992406,134549,2017-02-16 13:11:49
832215726631055365,0,10346,6992406,134549,2017-02-16 13:11:05
832088576586297345,72,2,6992406,134549,2017-02-16 04:45:50
832040443403784192,0,10743,6993374,134550,2017-02-16 01:34:34
832032802820481025,19143,5153,6992406,134549,2017-02-16 01:04:13
831939777352105988,25719,6790,6992406,134549,2017-02-15 18:54:34
831926988323639298,365,36,6992406,134549,2017-02-15 18:03:45
831911600680497154,29642,7207,6992406,134549,2017-02-15 17:02:36
831670449226514432,11188,2002,6992406,134549,2017-02-15 01:04:21
831650051525054464,7694,2162,6992406,134549,2017-02-14 23:43:18
831552930092285952,9666,2540,6992406,134549,2017-02-14 17:17:22
831322785565769729,9834,1684,6992406,134549,2017-02-14 02:02:51
831315979191906304,6974,1230,6992406,134549,2017-02-14 01:35:49
831309418084069378,12552,2692,6992406,134549,2017-02-14 01:09:44
831262627380748289,12778,2267,6992406,134549,2017-02-13 22:03:49
830956169170665475,8548,1663,6992406,134549,2017-02-13 01:46:03
830583320585068544,71785,18644,6992406,134549,2017-02-12 01:04:29
830173239259324417,0,6314,6992406,134549,2017-02-10 21:54:58
830097400375152640,10540,3339,6992406,134549,2017-02-10 16:53:37
829878982036299777,0,5558,6992406,134549,2017-02-10 02:25:42
829861396166877184,13140,2174,6992406,134549,2017-02-10 01:15:49
829501995190984704,34072,11744,6992406,134549,2017-02-09 01:27:41
829449946868879360,11236,2252,6992406,134549,2017-02-08 22:00:52
829374341691346946,37202,10326,6992406,134549,2017-02-08 17:00:26
829141528400556032,26339,8214,6992406,134549,2017-02-08 01:35:19
829011960981237760,56906,17985,6992406,134549,2017-02-07 17:00:28
828801551087042563,0,3771,6992406,134549,2017-02-07 03:04:22
828770345708580865,27448,6512,6992406,134549,2017-02-07 01:00:22
828708714936930305,39317,12430,6992406,134549,2017-02-06 20:55:28
828650029636317184,10215,1489,6992406,134549,2017-02-06 17:02:17
828409743546925057,6745,1271,6992406,134549,2017-02-06 01:07:28
828408677031882754,8201,1417,6992406,134549,2017-02-06 01:03:14
828381636999917570,13558,2461,6992406,134549,2017-02-05 23:15:47
828376505180889089,7936,1180,6992406,134549,2017-02-05 22:55:23
828372645993398273,13459,3247,6992406,134549,2017-02-05 22:40:03
828361771580813312,2353,189,6992406,134549,2017-02-05 21:56:51
828046555563323392,12643,3171,6992406,134549,2017-02-05 01:04:17
828011680017821696,11129,2373,6992406,134549,2017-02-04 22:45:42
827933404142436356,21661,5793,6992407,134549,2017-02-04 17:34:40
827653905312006145,16611,3329,6992407,134549,2017-02-03 23:04:02
827600520311402496,7975,1049,6992407,134549,2017-02-03 19:31:54
827324948884643840,17093,3398,6992407,134549,2017-02-03 01:16:53
827199976799354881,11380,2487,6992407,134549,2017-02-02 17:00:17
826958653328592898,23240,5558,6992407,134549,2017-02-02 01:01:21
826848821049180160,39297,11399,6992407,134549,2017-02-01 17:44:55
826615380357632002,0,4370,6992407,134549,2017-02-01 02:17:19
826598799820865537,5508,282,6992407,134549,2017-02-01 01:11:25
826598365270007810,10835,2604,6992407,134549,2017-02-01 01:09:42
826476773533745153,19819,4664,6992407,134549,2017-01-31 17:06:32
826240494070030336,14278,2876,6992407,134549,2017-01-31 01:27:39
826204788643753985,5246,1043,6992407,134549,2017-01-30 23:05:46
826115272272650244,16881,3477,6992407,134549,2017-01-30 17:10:04
825876512159186944,11276,2076,6992407,134549,2017-01-30 01:21:19
825829644528148480,13715,2764,6992407,134549,2017-01-29 22:15:05
825535076884762624,56057,19124,6992407,134549,2017-01-29 02:44:34
825147591692263424,19716,5091,6992407,134549,2017-01-28 01:04:51
825120256414846976,0,1432,6992407,134549,2017-01-27 23:16:13
825026590719483904,6856,1432,6992407,134549,2017-01-27 17:04:02
824796380199809024,0,6099,6992407,134549,2017-01-27 01:49:15
824775126675836928,16148,3927,6992407,134549,2017-01-27 00:24:48
824663926340194305,10851,1933,6992407,134549,2017-01-26 17:02:56
824325613288833024,12692,11557,6992407,134549,2017-01-25 18:38:36
824297048279236611,16201,4295,6992407,134549,2017-01-25 16:45:05
824025158776213504,5150,658,6992407,134549,2017-01-24 22:44:42
823939628516474880,11494,3014,6992407,134549,2017-01-24 17:04:50
823719002937630720,0,12531,6992407,134549,2017-01-24 02:28:08
823699002998870016,13560,2690,6992407,134549,2017-01-24 01:08:40
823581115634085888,14059,2947,6992407,134549,2017-01-23 17:20:14
823333489516937216,752,29,6992407,134549,2017-01-23 00:56:15
823322678127919110,16990,4488,6992407,134549,2017-01-23 00:13:17
823269594223824897,0,10983,6992407,134549,2017-01-22 20:42:21
822975315408461824,18685,3828,6992407,134549,2017-01-22 01:12:59
822872901745569793,142980,48957,6992407,134549,2017-01-21 18:26:02
822859134160621569,14257,2545,6992407,134549,2017-01-21 17:31:20
822647212903690241,0,7138,6992407,134549,2017-01-21 03:29:14
822610361945911296,15946,3298,6992407,134549,2017-01-21 01:02:48
822489057087389700,19602,7138,6992407,134549,2017-01-20 17:00:46
822462944365645825,30881,16457,6992407,134549,2017-01-20 15:17:01
822244816520155136,37881,10983,6992407,134549,2017-01-20 00:50:15
822163064745328640,0,5374,6992407,134549,2017-01-19 19:25:24
821886076407029760,12282,2612,6992407,134549,2017-01-19 01:04:45
821813639212650496,0,3729,6992407,134549,2017-01-18 20:16:54
821765923262631936,9114,1852,6992407,134549,2017-01-18 17:07:18
821522889702862852,8661,1966,6992407,134549,2017-01-18 01:01:34
821421320206483457,0,6239,6992407,134549,2017-01-17 18:17:58
821407182352777218,12742,4866,6992407,134549,2017-01-17 17:21:47
821153421864615936,275,10,6992407,134549,2017-01-17 00:33:26
821149554670182400,9446,2248,6992407,134549,2017-01-17 00:18:04
821107785811234820,10390,2377,6992407,134549,2017-01-16 21:32:06
821044531881721856,13668,2553,6992407,134549,2017-01-16 17:20:45
820837357901512704,0,7475,6992407,134549,2017-01-16 03:37:31
820749716845686786,34162,11094,6992407,134549,2017-01-15 21:49:15
820690176645140481,13205,3597,6992407,134549,2017-01-15 17:52:40
